,Unnamed: 0,id,study.name,effect.key,b,s,n,specialty,outcome.group,outcome.flag,outcome.nr,comparison.nr,RCT,study.year,outcome_name,comparison_name,z,gold_answer_GPT4,llama3-8b-8192,llama_8b_acc,llama3-70b-8192,llama_70b_acc,mixtral-8x7b-32768,mixtral_8x7b_acc,human_response
84,84,CD000048,LeBard 1989,STD-LeBard-1989 0.341 1.045 11 15,-1.29098418131557,1.20037872811421,26,Neonatal,efficacy,DICH,1,1,no,1989.0,Postoperative apnoea/bradycardia,Caffeine vs placebo with induction of general anesthesia,-1.07548072210818,negative,negative.,1,negative.,1,"negative, as ap",1,neg
85,85,CD000049,Janssens 1985,STD-Janssens-1985 0.496 0.53 50 50,-0.72676379135893,0.553122098585887,100,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1985.0,Preterm birth (< 38 weeks),Flunarizine versus no treatment,-1.31393013082821,negative,negative.,1,negative.,1,negative,1,neg
86,86,CD000050,Ford-London,STD-Ford_x002d_London 0.127 0.847 35 38,-2.65324196460721,1.48754307456957,73,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Number lost to follow up,CASE MANAGEMENT vs STANDARD CARE,-1.78364042693348,negative,negative,1,negative,1,"negative

l",1,neu
87,87,CD000051,Bung 1987,STD-Bung-1987 0.664 0.342 30 31,-0.653141845946246,0.537570701927193,61,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Non-cephalic births,Cephalic version by postural management,-1.21498780272945,negative,negative.,1,negative.,1,"negative, as c",1,neg
88,88,CD000052,Chou 1995,STD-Chou-1995 0.913 0.651 71 81,-0.0971028304188448,0.691435657072421,152,Lungs,efficacy,DICH,1,1,no,1995.0,Hospital admission,Spacer (chamber) versus nebuliser (multiple-treatment studies),-0.140436538708437,negative,negative.,1,negative,1,"negative, as hospital",1,neg
89,89,CD000052,Ferrés 1989,STD-Ferr_x00e9_s-1989 0.585 0.84 41 48,-0.57251919277133,0.893514576472202,89,Lungs,efficacy,DICH,1,2,no,1989.0,Hospital admission,Spacer (chamber) versus nebuliser (single-treatment studies),-0.640749695468613,negative,negative.,1,negative,1,"negative, as hospital",1,neg
90,90,CD000053,Abden Abdi 1989 SOM,STD-Abden-Abdi-1989-SOM 0.915 0.141 100 101,-0.179133610317767,0.282427619799725,201,Infectious Diseases,efficacy,DICH,1,9,yes,1989.0,Parasitological failure,Metrifonate 3 doses 2 weeks apart: 7.5 mg/kg versus 5 mg/kg,-0.634263782149901,negative,negative.,1,negative,1,"negative, because """,1,neg
91,91,CD000053,Basra 2012 GAB,STD-Basra-2012-GAB 0.574 0.186 30 14,-2.43141796483701,1.10038704479453,44,Infectious Diseases,efficacy,DICH,1,14,yes,2009.0,Parasitological failure at six weeks,Mefloquine versus placebo,-2.20960249971955,negative,negative,1,negative,1,"negative

par",1,neg
92,92,CD000053,Borrmann 2001 GAB,STD-Borrmann-2001-GAB 0.337 0.197 89 30,-2.38262780066758,0.515154943084714,119,Infectious Diseases,efficacy,DICH,1,1,yes,2001.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus placebo,-4.62507024857524,negative,negative.,1,negative.,1,"negative, as it",1,neg
93,93,CD000053,Davis 1981 ZMB,STD-Davis-1981-ZMB 0.168 1.498 45 53,-1.8416491387309,1.52561275816975,98,Infectious Diseases,efficacy,DICH,1,2,yes,1981.0,Parasitological failure at four to six weeks,Praziquantel 40 mg/kg single dose versus lower doses,-1.20715373470021,negative,negative.,1,negative,1,"negative, as it",1,neg
94,94,CD000053,Jewsbury 1976 ZWE,STD-Jewsbury-1976-ZWE 0.407 0.164 55 38,-4.74183555147433,1.44923056022399,93,Infectious Diseases,efficacy,DICH,1,7,yes,1976.0,Parasitological failure,Metrifonate multiple doses versus placebo,-3.27196767831163,negative,negative.,1,negative,1,"negative, as it",1,neg
95,95,CD000053,Kardaman 1985 SDN,STD-Kardaman-1985-SDN 0.714 0.211 110 101,-0.483646405649522,0.301781047827557,211,Infectious Diseases,efficacy,DICH,1,3,yes,1985.0,Parasitological failure,Praziquantel 40 mg/kg single dose versus 2 x 20 mg/kg split dose,-1.60264008999626,negative,negative.,1,negative.,1,"negative, as it",1,neg
96,96,CD000053,Keiser 2010 CIV,STD-Keiser-2010-CIV 0.154 0.558 26 20,-3.13549421592915,0.802170967356439,46,Infectious Diseases,efficacy,DICH,1,12,yes,2008.0,Parasitological failure,Praziquantel versus artesunate,-3.90876053051658,negative,negative.,1,negative,1,negative,1,neg
97,97,CD000053,Rey 1984 NER,STD-Rey-1984-NER 0.752 0.21 50 62,-0.53467683958817,0.384862471874114,112,Infectious Diseases,efficacy,DICH,1,8,yes,1984.0,Parasitological failure at one month,Metrifonate multiple doses versus single dose,-1.38926728029502,negative,negative.,1,negative.,1,"negative, because """,1,neg
98,98,CD000053,Sacko 2009 MLI,STD-Sacko-2009-MLI 1.16 0.098 150 150,0.357600441459675,0.235231531400485,300,Infectious Diseases,efficacy,DICH,1,4,yes,2009.0,Praziquantel 40 mg/single dose versus praziquantel 2 x 40 mg/kg: parasitological failure,Praziquantel 40 mg/kg single dose versus praziquantel 2 x 40 mg/kg or 3 x 40 mg/kg,1.52020623821411,negative,negative.,1,negative,1,"negative, because """,1,neg
99,99,CD000053,van den Biggelaar 02 GAB,STD-van-den-Biggelaar-02-GAB 2.707 0.313 41 21,2.91777073208428,0.700937045185045,62,Infectious Diseases,efficacy,DICH,1,5,yes,,Parasitological failure,Praziquantel 40 mg/kg single dose versus multiple doses,4.16267160100519,negative,negative.,1,negative,1,"negative, as it",1,neg
100,100,CD000053,Wilkins 1987 GMB,STD-Wilkins-1987-GMB 0.448 0.264 33 39,-1.75785791755237,0.520429048943587,72,Infectious Diseases,efficacy,DICH,1,10,yes,1987.0,Praziquantel 40 mg/kg single dose versus metrifonate 10 mg/kg single dose: parasitological failure,Praziquantel versus metrifonate,-3.37770906739474,negative,negative.,1,negative,1,"negative

in",1,neg
101,101,CD000054,Martin 1997,STD-Martin-1997 7.426 2 202 203,1.10848891216402,1.63601450199471,405,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1997.0,Neonatal death,Antibiotic therapy versus placebo or no therapy,0.677554453712052,negative,negative.,1,negative,1,"negative, as ne",1,neg
102,102,CD000055,Canadian Trial,STD-Canadian-Trial 0.363 0.089 1391 1396,-1.05758548217283,0.0953946120934783,2787,Pregnancy & Childbirth,efficacy,DICH,1,1,no,,Not complied with allocated procedure,Chorion villus sampling vs amniocentesis,-11.0864278281932,neutral,negative,0,negative,0,"negative

this",0,neu
103,103,CD000055,Danish Trial,STD-Danish-Trial 1.931 0.197 1443 1074,0.714200589757778,0.218001980391916,2517,Pregnancy & Childbirth,efficacy,DICH,1,2,no,,Number of abnormal karyotypes,Transabdominal CVS vs amniocentesis,3.27611973282909,negative,negative,1,negative,1,"negative

in",1,neg
104,104,CD000056,Connaughton 1974,STD-Connaughton-1974 1.292 0.506 31 31,0.260883879297057,0.511512755603708,62,Gynaecology & Urology,efficacy,DICH,1,1,no,1974.0,Ovulation following all dose ranges,Clomiphene citrate in oligo-amenorrheic women vs placebo,0.510024190871156,positive,positive.,1,positive,1,positive,1,pos
105,105,CD000057,Battacharya 2008,STD-Battacharya-2008 0.789 0.285 192 193,-0.238222788150325,0.28626354111431,385,Gynaecology & Urology,efficacy,DICH,1,1,yes,2008.0,Live birth per woman randomised,Clomiphene versus placebo or no treatment in unexplained subfertility,-0.832179980807261,positive,positive.,1,positive,1,this is considered a positive,0,pos
106,106,CD000058,Glassman 1988,STD-Glassman-1988 5.182 0.745 33 38,1.90954250488444,0.824957911384305,71,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1988.0,Smoking Cessation,Clonidine vs placebo,2.31471506428754,positive,positive,1,positive,1,this is a positive health,0,pos
107,107,CD000059,Essock 1996 (H/CPZ/Flu),STD-Essock-1996-_x0028_H_x002f_CPZ_x002f_Flu_x0029_ 0.645 0.805 138 89,-0.450927482184922,0.828071241531076,227,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1996.0,Death,CLOZAPINE versus TYPICAL ANTIPSYCHOTICS - OVERALL,-0.544551554949755,negative,negative.,1,negative,1,negative,1,neg
108,108,CD000060,Benito Fernandez 2000,STD-Benito-Fernandez-2000 0.667 0.231 51 51,-0.723918839226699,0.405662778132638,102,Lungs,efficacy,DICH,1,1,no,2000.0,Primary outcome: hospital admissions,Anticholinergic and beta2-agonists versus beta2-agonists alone (all protocols),-1.78453355409897,negative,negative.,1,negative.,1,"negative, as hospital",1,neg
109,109,CD000061,Daya 1995a,STD-Daya-1995a 1.723 0.362 115 117,0.554114618819437,0.37060024678788,232,Gynaecology & Urology,efficacy,DICH,1,1,no,1995.0,pregnancy per cycle start,FSH vs hMG in IVF: clinical pregnancy,1.49518146202583,positive,positive.,1,positive,1,this outcome is considered a,0,pos
110,110,CD000062,Flint 1989,STD-Flint-1989 0.139 0.162 503 498,-2.60217206795214,0.257972984299229,1001,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1989.0,Antenatal clinic waiting time > 15 min,Continuity of caregivers during pregnancy and childbirth,-10.0869944774288,negative,negative.,1,negative.,1,negative. prolong,1,neg
111,111,CD000063,Athens 1993,STD-Athens-1993 1.1 0.168 746 682,0.104976261050519,0.184716749383225,1428,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Cesarean delivery,Continuous electronic fetal heart rate monitoring versus intermittent auscultation,0.568309378554126,negative,negative.,1,negative,1,"negative

c",1,neg
112,112,CD000064,Bauer 1973,STD-Bauer-1973 0.425 0.616 28 26,-0.890067536775052,0.64297192893037,54,Neurology,efficacy,DICH,1,1,yes,1973.0,All deaths,Corticosteroids versus placebo,-1.38430232600627,negative,negative.,1,negative,1,negative,1,neg
113,113,CD000065,AMSTERDAM 1980,STD-AMSTERDAM-1980 0.507 0.429 64 58,-0.69203791810566,0.439307169019123,122,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1979.0,RDS,Corticosteroids versus placebo or no treatment,-1.57529393306016,negative,based on the context of,0,negative.,1,the outcome 'rds,0,neg
114,114,CD000066,Buchanan 2010,STD-Buchanan-2010 0.801 0.13 122 123,-0.442698178555468,0.257122736074076,245,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,2010.0,Presence of stretch marks,Topical preparations with active ingredients compared with other topical preparations with active ingredient,-1.72173875136397,negative,negative.,1,negative.,1,negative,1,neg
115,115,CD000066,de Buman 1987,STD-de-Buman-1987 0.75 0.342 60 30,-0.405465108108164,0.488762609953839,90,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1987.0,Presence of stretch marks,Topical preparations with active ingredients compared with placebo or no treatment,-0.829574725747655,negative,negative.,1,negative.,1,"negative, as the",1,neg
116,116,CD000067,Candy 1995,STD-Candy-1995 5.542 0.691 24 19,2.47653840011748,0.854547892654552,43,Gastroenterology,efficacy,DICH,1,1,no,1995.0,Maintenance of remission,Azathioprine versus placebo,2.89806858270332,positive,neutral.,0,positive,1,positive,1,pos
117,117,CD000067,Mantzaris 2004,STD-Mantzaris-2004 1.016 0.164 16 20,0.0800427076735361,0.850150816182876,36,Gastroenterology,efficacy,DICH,1,4,no,2004.0,Maintenance of remission,Azathioprine + infliximab versus infliximab,0.0941511860600486,positive,positive.,1,positive,1,positive,1,pos
118,118,CD000067,Mantzaris 2009,STD-Mantzaris-2009 1.654 0.195 38 39,1.32422193247751,0.498766952500267,77,Gastroenterology,efficacy,DICH,1,3,no,2009.0,Maintenance of remission,Azathioprine versus budesonide,2.65499132578717,positive,neutral.,0,positive,1,positive,1,pos
119,119,CD000067,Maté-Jiménez 2000,STD-Mat_x00e9__x002d_Jim_x00e9_nez-2000 2.125 1.247 15 1,1.22377543162212,1.70811213297709,16,Gastroenterology,efficacy,DICH,1,2,no,2000.0,Maintenance of remission,Azathioprine or 6-mercaptopurine versus mesalazine or sulfasalazine,0.71644911829599,positive,neutral.,0,positive,1,positive,1,pos
120,120,CD000069,Iffland 1989,STD-Iffland-1989 0.161 2.009 14 17,-0.969400557188104,1.67219563583754,31,Gynaecology & Urology,efficacy,DICH,1,1,no,1989.0,Live birth/ongoing pregnancies per woman randomised following treatment,Danazol versus placebo in unexplained subfertility,-0.579717191225995,positive,positive.,1,positive,1,this is considered a positive,0,pos
121,121,CD000070,Li 1987,STD-Li-1987 0.764 0.369 85 73,-0.270656122861854,0.36966338556474,158,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1987.0,Induction or elective Caesarean,Dietary regulation for 'gestational diabetes',-0.73216913936004,negative,negative,1,negative.,1,"negative

ind",1,neg
122,122,CD000071,AbuRahma 1996,STD-AbuRahma-1996 2.954 1.161 134 130,1.08322736982863,1.16134355773995,264,Neurology,efficacy,DICH,1,1,no,1996.0,Ipsilateral stroke,Perioperative events: synthetic versus vein (< 30 days),0.932736366090202,negative,negative,1,negative,1,negative,1,neg
123,123,CD000071,AbuRahma 2002,STD-AbuRahma-2002 16.123 1.468 100 100,2.7802464923067,1.46764395180007,200,Neurology,efficacy,DICH,1,2,no,2002.0,Ipsilateral Stroke,Perioperative events: Dacron versus other synthetic patch (< 30 days),1.89436033780313,negative,negative,1,negative.,1,negative,1,neg
124,124,CD000071,Hayes 2001,STD-Hayes-2001 1.559 0.541 137 139,0.443783972410301,0.541395488317236,276,Neurology,efficacy,DICH,1,3,no,2001.0,Ipsilateral stroke,Events during long-term (> 1 year) follow-up: synthetic versus vein,0.81970386157016,negative,negative.,1,negative,1,"negative, as an",1,neg
125,125,CD000073,Chester 1992,STD-Chester-1992 0.297 0.897 338 336,-1.40124232255576,1.12070487071451,674,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1992.0,Perinatal deaths,Doppler ultrasound in high risk pregnancies,-1.25032232764582,negative,negative.,1,negative,1,negative,1,neg
126,126,CD000074,Peliowski 1990,STD-Peliowski-1990 0.455 0.429 11 10,-1.94591014905531,1.00888906370182,21,Neonatal,efficacy,DICH,1,1,no,1990.0,Failed treatment in first 48 hours,Doxapram vs placebo,-1.92876523204183,negative,negative,1,negative,1,"negative

in",1,neg
127,127,CD000075,Eyal 1985,STD-Eyal-1985 1.556 1.116 9 7,0.538996500732687,1.3451854182691,16,Neonatal,efficacy,DICH,1,1,no,1985.0,Failed treatment in the first 48 hrs,Doxapram vs aminophylline,0.400685655235718,negative,negative,1,negative,1,"the outcome ""failed treatment",0,neg
128,128,CD000076,Abraham 1987,STD-Abraham-1987 0.333 0.549 14 14,-1.88706964903238,0.857527571191466,28,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1987.0,Global impression: 1a. Not improved,ECT versus PLACEBO or SHAM ECT,-2.2005935580712,negative,negative.,1,negative,1,negative,1,neg
129,129,CD000076,Bagadia 1981,STD-Bagadia-1981 1.125 0.211 20 18,0.405465108108165,0.718795288428261,38,Psychiatry & Mental Health,efficacy,DICH,1,2,no,1981.0,Global impression: 1. Not improved - at end of course of ECT,ECT with or without ANTIPSYCHOTIC DRUGS versus ANTIPSYCHOTIC DRUGS with or without SHAM ECT,0.564089824510073,negative,negative.,1,negative,1,negative,1,neg
130,130,CD000076,Baker 1960,STD-Baker-1960 2.533 0.41 24 19,1.7227665977411,0.6774426702154,43,Psychiatry & Mental Health,efficacy,DICH,1,9,no,1960.0,Global impression: Not improved,ECT - NUMBER OF TREATMENTS: 12 versus 20 TREATMENTS,2.5430441179522,negative,negative.,1,negative,1,negative,1,neg
131,131,CD000076,Chanpattana 2000,STD-Chanpattana-2000 1 0.282 23 23,0.0,0.590326052690247,46,Psychiatry & Mental Health,efficacy,DICH,1,7,no,2000.0,Global impression: not improved,ECT - DOSE: THRESHOLD versus SUPRATHRESHOLD ECT,0.0,negative,negative.,1,negative,1,negative,1,neg
132,132,CD000076,Doongaji 1973,STD-Doongaji-1973 0.905 0.431 35 19,-0.143100843640673,0.619346222713713,54,Psychiatry & Mental Health,efficacy,DICH,1,6,no,1973.0,Global impression: 1. Not improved,ECT - ELECTRODE PLACEMENT: UNILATERAL versus BILATERAL ECT,-0.231051451341168,negative,negative.,1,negative,1,negative,1,neg
133,133,CD000077,Copenhagen Trial,STD-Copenhagen-Trial 1.37 0.262 581 579,0.331146557916953,0.274947842853416,1160,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1997.0,Not complied with allocated procedure,Early amniocentesis vs chorion villus sampling,1.20439773042154,neutral,negative,0,negative,0,"negative

the",0,neu
134,134,CD000078,Zlatnik 1993,STD-Zlatnik-1993 0.556 1.181 18 20,-0.635988766719997,1.27058218347627,38,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Birth injury to infant,Planned immediate caesarean section versus planned vaginal delivery in singletons (infant outcomes),-0.5005490986659,negative,negative.,1,negative,1,negative,1,neg
135,135,CD000080,Campbell 1975,STD-Campbell-1975 0.629 0.556 51 51,-0.474457979595116,0.569042637953892,102,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1975.0,Pre-eclampsia,Energy/protein restriction in pregnant women with high weight-for-height or weight gain,-0.833782827418919,negative,negative,1,negative.,1,"negative, as pre",1,neg
136,136,CD000081,Belizan 1993,STD-Belizan-1993 0.796 0.343 1298 1308,-0.231723139740679,0.347639848163177,2606,Pregnancy & Childbirth,efficacy,DICH,1,1,yes,1993.0,Severe perineal/vaginal trauma,Restrictive versus routine episiotomy (where non-instrumental was intended),-0.666560927825257,negative,negative.,1,negative,1,"negative, as severe",1,neg
137,137,CD000081,Murphy 2008b,STD-Murphy-2008b 1.299 0.439 90 85,0.292811300505197,0.491481771527902,175,Pregnancy & Childbirth,efficacy,DICH,1,4,yes,2008.0,Severe perineal/vaginal trauma,Restrictive versus routine episiotomy (operative vaginal birth was intended),0.59577245275021,negative,negative.,1,negative,1,negative,1,neg
138,138,CD000083,Brocks 1984,STD-Brocks-1984 0.643 0.178 31 34,-1.56370190311142,0.603932826944376,65,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1984.0,Vaginal cephalic birth not achieved (CS + breech vaginal birth) (not prespecified),External cephalic version at term versus no ECV attempt,-2.5891983898657,negative,negative,1,negative,1,negative,1,neg
139,139,CD000084,Akhtar 2013,STD-Akhtar-2013 0.676 0.213 63 60,-0.689220987844664,0.369574907824927,123,Pregnancy & Childbirth,efficacy,DICH,1,3,yes,2013.0,Non-cephalic presentation at the birth,External cephalic version (ECV) commenced before term versus ECV at term,-1.86490200836675,negative,negative.,1,negative.,1,"negative, as non",1,neg
140,140,CD000084,Mensink 1980,STD-Mensink-1980 1.04 0.247 50 52,0.0645385211375714,0.40568871482127,102,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1980.0,Non-cephalic presentation at the birth,External cephalic version (ECV) before term versus no ECV,0.159083846258835,negative,negative.,1,negative.,1,"negative, as non",1,neg
141,141,CD000084,Van Veelen 1989,STD-Van-Veelen-1989 0.589 0.135 89 90,-1.31765976276032,0.322559544340141,179,Pregnancy & Childbirth,efficacy,DICH,1,2,yes,1989.0,Non-cephalic presentation at the birth,External cephalic version (ECV) commenced before term versus no ECV,-4.08501247562167,negative,negative.,1,negative.,1,"negative, as non",1,neg
142,142,CD000087,Gadir 1990,STD-Gadir-1990 0.535 0.523 29 30,-0.641853886172395,0.534756872121062,59,Gynaecology & Urology,efficacy,DICH,1,1,no,1990.0,Pregnancy per patient,Daily FSH vs HMG for PCOD Patients,-1.20027234736889,positive,positive.,1,positive,1,positive,1,pos
143,143,CD000088,Bloch 1995,STD-Bloch-1995 1.744 0.498 32 31,0.710388986994452,0.62693772453268,63,Psychiatry & Mental Health,efficacy,DICH,1,1,no,1995.0,Service utilisation: 1. Hospital admission,ANY FAMILY-BASED INTERVENTIONS (> 5 sessions) vs STANDARD CARE,1.13310933318613,negative,negative.,1,negative.,1,"negative

h",1,neg
144,144,CD000088,Leff 1989,STD-Leff-1989 4.364 1.037 11 12,1.83827948486295,1.21809943508986,23,Psychiatry & Mental Health,efficacy,DICH,1,3,no,1989.0,Global state: 1. Relapse,GROUP FAMILY-BASED INTERVENTIONS vs INDIVIDUAL FAMILY-BASED INTERVENTIONS (> 5 sessions),1.50913745783598,negative,negative.,1,negative,1,"negative, as rel",1,neg
145,145,CD000088,Schooler 1997,STD-Schooler-1997 0.978 0.071 272 256,-0.0564304364058583,0.177687343768397,528,Psychiatry & Mental Health,efficacy,DICH,1,2,no,1997.0,Service utilisation: Hospital Admission by 19-24 months,BEHAVIOURAL FAMILY-BASED vs SUPPORTIVE FAMILY-BASED INTERVENTIONS (> 5 sessions),-0.317582756369028,negative,negative.,1,negative.,1,"negative, as hospital",1,neg
146,146,CD000089,Gustafsson 1986,STD-Gustafsson-1986 0.122 0.958 9 8,-2.63905732961526,1.28173988892331,17,Lungs,efficacy,DICH,1,1,no,1986.0,General paediatric assessment - no improvement,FAMILY THERAPY & DRUG THERAPY vs DRUG THERAPY ALONE,-2.05896481214463,negative,negative.,1,negative,1,"negative, because there",1,neg
147,147,CD000091,AISS 1994,STD-AISS-1994 0.749 0.157 64 68,-0.66865616055165,0.356307499518462,132,Neurology,efficacy,DICH,1,1,yes,1994.0,Death or dependency at the end of follow-up,Fibrinogen depleting agents versus control,-1.87662668188381,negative,negative.,1,negative.,1,"negative

the",1,neg
148,148,CD000092,Acton 1988,STD-Acton-1988 1.695 0.199 203 217,0.53130075846847,0.201135984797292,420,Gynaecology & Urology,efficacy,DICH,1,1,no,1988.0,Pregnancy rate (overall),OIL SOLUBLE VERSUS WATER SOLUBLE CONTRAST MEDIA FOR TUBAL FLUSHING,2.6415002715895,positive,"the outcome ""pregn",0,positive,1,"positive, as a",1,pos
149,149,CD000092,Ogata 1993,STD-Ogata-1993 3.023 0.389 105 85,1.2476478678286,0.456264896389867,190,Gynaecology & Urology,efficacy,DICH,1,3,no,1993.0,Pregnancy rate,OIL SOLUBLE CONTRAST MEDIUM VERSUS NO TREATMENT FOR TUBAL FLUSHING,2.73448138943066,positive,positive.,1,positive,1,"positive, as pregnancy",1,pos
150,150,CD000093,Barton 2010,STD-Barton-2010 1.196 0.15 100 110,0.330241686870577,0.278144082149491,210,Emergency & Trauma,efficacy,DICH,1,8,no,2010.0,Number of patients transfused,Long Gamma nail versus sliding hip screw (SHS),1.18730437950891,negative,negative.,1,negative.,1,"negative

in",1,neg
151,151,CD000093,Davis 1988,STD-Davis-1988 0.694 0.353 116 114,-0.417986614906206,0.402593499340213,230,Emergency & Trauma,efficacy,DICH,1,10,no,1988.0,Fracture fixation complications,Kuntscher-Y nail versus sliding hip screw (SHS),-1.03823488355182,negative,negative.,1,negative,1,"negative, as it",1,neg
152,152,CD000093,Varela-Egocheaga 2009,STD-Varela_x002d_Egocheaga-2009 1.429 0.267 40 40,0.619039208406224,0.458137653866291,80,Emergency & Trauma,efficacy,DICH,1,13,no,2009.0,Number of patients transfused,Gamma nail versus percutaneous compression plate (PCCP),1.35120788082372,negative,negative,1,negative.,1,negative. a higher,1,neg
153,153,CD000094,Angeleri 1992,STD-Angeleri-1992 0.343 0.608 55 57,-1.17865499634165,0.696066481744773,112,Neurology,efficacy,DICH,1,1,no,1992.0,Case fatality at the end of scheduled follow-up,Ganglioside versus control. Intention-to-treat analysis,-1.69330807796865,negative,negative.,1,negative.,1,"negative

in",1,neg
154,154,CD000096,Albizzati 1979,STD-Albizzati-1979 1.481 0.493 46 47,0.398907707562005,0.500171969050657,93,Neurology,efficacy,DICH,1,1,no,1979.0,Death within the scheduled treatment period,CI and/or PICH stroke: intravenous glycerol versus avoid glycerol,0.797541110348798,negative,negative.,1,negative,1,"negative, as death",1,neg
155,155,CD000097,Bachus 1990,STD-Bachus-1990 1.712 0.646 33 26,0.56531380905006,0.678568010927825,59,Gynaecology & Urology,efficacy,DICH,1,1,no,1990.0,Pregnancy per cycle,GnRH-a + HMG/FSH vs HMG/FSH,0.833098230311639,positive,positive.,1,positive,1,positive,1,pos
156,156,CD000098,Cavenee 1993,STD-Cavenee-1993 2.485 0.53 84 164,0.85015092936961,0.505820818921781,248,Pregnancy & Childbirth,efficacy,DICH,1,1,no,1993.0,Failure to achieve microbiological cure,Any penicillin versus any other antibiotic,1.68073534652411,negative,negative.,1,negative,1,negative,1,neg
157,157,CD000098,Ramus 2001,STD-Ramus-2001 1.218 1.021 43 52,0.198450938723838,1.02195413003835,95,Pregnancy & Childbirth,efficacy,DICH,1,4,no,2001.0,Failure to achieve microbiological cure,Ceftriaxone versus cefixime,0.194187716347299,negative,negative.,1,negative,1,negative. failure,1,neg
158,158,CD000099,Owen 1991,STD-Owen-1991 11.842 1.552 13 12,2.47166142303798,1.55160735371967,25,Gynaecology & Urology,efficacy,DICH,1,2,no,1991.0,Live birth rate per woman randomised,Growth hormone versus placebo: Poor responder as defined by the study,1.59296836091467,positive,"the outcome ""live birth",0,positive,1,"positive, as it",1,pos
159,159,CD000099,Tapanainen 1992,STD-Tapanainen-1992 0.472 1.271 19 19,-0.750305594399894,1.27058218347627,38,Gynaecology & Urology,efficacy,DICH,1,1,no,1992.0,Live birth rate per woman randomised,Growth hormone versus placebo: Routine use,-0.590521104543655,positive,neutral.,0,positive,1,positive,1,pos
160,160,CD000100,Averhoff 1998,STD-Averhoff-1998 1.308 0.126 891 874,0.307150565345716,0.14430914627938,1765,Hepato-Biliary,efficacy,DICH,1,6,no,1998.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (7 months),Different brands of RV (10 µg Recombinvax-HB versus 20 µg Engerix-B by intramuscular route),2.12842063905691,negative,negative.,1,negative.,1,"negative, because having",1,neg
161,161,CD000100,Chan 1992,STD-Chan-1992 1.474 0.261 100 100,0.505548566665147,0.338497315444139,200,Hepato-Biliary,efficacy,DICH,1,3,no,1992.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (12 months),Different doses of plasma-derived vaccine (PDV) by intramuscular route,1.49350834880868,negative,negative.,1,negative.,1,"negative

the",1,neg
162,162,CD000100,Coleman 1991,STD-Coleman-1991 2.208 0.239 209 216,0.939366972182687,0.279389727586139,425,Hepato-Biliary,efficacy,DICH,1,7,no,1991.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at maximum follow-up,Intradermal route versus intramuscular route,3.36221012955127,negative,negative.,1,negative.,1,negative. a higher,1,neg
163,163,CD000100,Crosnier 1981,STD-Crosnier-1981 0.686 0.236 184 170,-0.454571778056469,0.284199733223705,354,Hepato-Biliary,efficacy,DICH,1,1,no,1981.0,Hepatitis B events at maximum follow-up - Risk of infection,Plasma-derived vaccine (PDV) versus placebo by intramuscular route,-1.59947996044971,negative,negative.,1,negative.,1,"negative, because a",1,neg
164,164,CD000100,de Lalla 1988,STD-de-Lalla-1988 21.127 1.011 71 75,3.36797173403383,1.04073116444679,146,Hepato-Biliary,efficacy,DICH,1,2,no,1988.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at one year follow-up,Gluteal intramuscular injection versus deltoid intramuscular injection (20 µg plasma-derived vaccine),3.23615920142462,negative,negative.,1,negative.,1,"negative, because a",1,neg
165,165,CD000100,Halliday 1990,STD-Halliday-1990 1.451 0.256 600 200,0.415036689251665,0.282316603273711,800,Hepato-Biliary,efficacy,DICH,1,5,no,1990.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at maximum follow-up,Recombinant vaccine (RV) versus plasma-derived vaccine (PDV),1.47011080623296,negative,negative.,1,negative.,1,this would be considered a,0,neg
166,166,CD000100,Pennie 1992,STD-Pennie-1992 1.27 0.184 349 344,0.280900826995294,0.215045365573771,693,Hepato-Biliary,efficacy,DICH,1,4,no,1992.0,Number of health-care workers without protective anti-HBs level (< 10 IU/litre) at follow-up (7 months),Plasma-derived vaccines (PDV) produced in different countries: 20 µg by intramuscular route,1.30623985430149,negative,negative.,1,negative.,1,"negative, because a",1,neg
